league,season,team,player,goals_p90,assists_p90,selection,ga
ENG-Premier League,2526,Arsenal,Ben White,0.0,0.13,ENG,0.12820512820512822
ENG-Premier League,2526,Arsenal,Bukayo Saka,0.28,0.2,ENG,0.486048604860486
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,0.0,0.0,ESP,0.0
ENG-Premier League,2526,Arsenal,David Raya,0.0,0.0,ESP,0.0
ENG-Premier League,2526,Arsenal,Declan Rice,0.12,0.15,ENG,0.2617970265029088
ENG-Premier League,2526,Arsenal,Eberechi Eze,0.35,0.1,ENG,0.4470198675496689
ENG-Premier League,2526,Arsenal,Gabriel Magalhães,0.1,0.13,BRA,0.22900763358778625
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,0.08,0.33,BRA,0.4162812210915819
ENG-Premier League,2526,Arsenal,Jurriën Timber,0.11,0.18,NED,0.293398533007335
ENG-Premier League,2526,Arsenal,Kai Havertz,0.31,0.46,GER,0.774526678141136
ENG-Premier League,2526,Arsenal,Leandro Trossard,0.27,0.27,BEL,0.54
ENG-Premier League,2526,Arsenal,Martin Ødegaard,0.07,0.39,NOR,0.4601899196493791
ENG-Premier League,2526,Arsenal,Martín Zubimendi,0.15,0.03,ESP,0.18048128342245986
ENG-Premier League,2526,Arsenal,Mikel Merino,0.35,0.26,ESP,0.6081081081081081
ENG-Premier League,2526,Arsenal,Myles Lewis-Skelly,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Arsenal,Noni Madueke,0.22,0.07,ENG,0.2972749793559042
ENG-Premier League,2526,Arsenal,Piero Hincapié,0.05,0.1,ECU,0.15066964285714285
ENG-Premier League,2526,Arsenal,Riccardo Calafiori,0.05,0.11,ITA,0.15891701000588582
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,0.57,0.04,SWE,0.6070143884892086
ENG-Premier League,2526,Arsenal,William Saliba,0.03,0.0,FRA,0.03442999234889059
ENG-Premier League,2526,Aston Villa,Amadou Onana,0.1,0.0,BEL,0.10238907849829351
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,0.06,0.19,FRA,0.2551381998582566
ENG-Premier League,2526,Aston Villa,Donyell Malen,0.55,0.14,NED,0.6859756097560976
ENG-Premier League,2526,Aston Villa,Douglas Luiz,0.15,0.0,BRA,0.14900662251655628
ENG-Premier League,2526,Aston Villa,Emi Buendía,0.31,0.1,ARG,0.41025641025641024
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,0.0,0.03,ARG,0.031746031746031744
ENG-Premier League,2526,Aston Villa,Evann Guessand,0.0,0.15,CIV,0.15306122448979592
ENG-Premier League,2526,Aston Villa,Ezri Konsa,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Aston Villa,Ian Maatsen,0.0,0.06,NED,0.05607476635514019
ENG-Premier League,2526,Aston Villa,Jadon Sancho,0.0,0.21,ENG,0.20547945205479454
ENG-Premier League,2526,Aston Villa,John McGinn,0.21,0.17,SCO,0.37903603182030887
ENG-Premier League,2526,Aston Villa,Lamare Bogarde,0.0,0.0,NED,0.0
ENG-Premier League,2526,Aston Villa,Leon Bailey,0.0,0.2,JAM,0.19607843137254904
ENG-Premier League,2526,Aston Villa,Lucas Digne,0.0,0.29,FRA,0.2915766738660907
ENG-Premier League,2526,Aston Villa,Marco Bizot,0.0,0.0,NED,0.0
ENG-Premier League,2526,Aston Villa,Matty Cash,0.09,0.09,POL,0.17916390179163902
ENG-Premier League,2526,Aston Villa,Morgan Rogers,0.27,0.16,ENG,0.43902439024390244
ENG-Premier League,2526,Aston Villa,Ollie Watkins,0.51,0.1,ENG,0.6023247622402255
ENG-Premier League,2526,Aston Villa,Pau Torres,0.0,0.0,ESP,0.0
ENG-Premier League,2526,Aston Villa,Ross Barkley,0.32,0.11,ENG,0.42007001166861146
ENG-Premier League,2526,Aston Villa,Tyrone Mings,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Aston Villa,Victor Lindelöf,0.0,0.09,SWE,0.0949367088607595
ENG-Premier League,2526,Aston Villa,Youri Tielemans,0.0,0.19,BEL,0.19334049409237378
ENG-Premier League,2526,Bournemouth,Adam Smith,0.0,0.17,ENG,0.1671309192200557
ENG-Premier League,2526,Bournemouth,Adrien Truffert,0.03,0.13,FRA,0.1598105948505475
ENG-Premier League,2526,Bournemouth,Alex Scott,0.09,0.03,ENG,0.12636012636012636
ENG-Premier League,2526,Bournemouth,Amine Adli,0.25,0.08,MAR,0.32936870997255263
ENG-Premier League,2526,Bournemouth,Antoine Semenyo,0.5,0.15,GHA,0.6507230255839822
ENG-Premier League,2526,Bournemouth,Bafodé Diakité,0.0,0.0,FRA,0.0
ENG-Premier League,2526,Bournemouth,David Brooks,0.07,0.22,WAL,0.29900332225913623
ENG-Premier League,2526,Bournemouth,Eli Junior Kroupi,0.7,0.0,FRA,0.6997607655502391
ENG-Premier League,2526,Bournemouth,Evanilson,0.2,0.03,BRA,0.22975929978118162
ENG-Premier League,2526,Bournemouth,James Hill,0.0,0.13,ENG,0.12820512820512822
ENG-Premier League,2526,Bournemouth,Justin Kluivert,0.19,0.0,NED,0.18907563025210083
ENG-Premier League,2526,Bournemouth,Lewis Cook,0.0,0.1,ENG,0.10297482837528604
ENG-Premier League,2526,Bournemouth,Marcos Senesi,0.0,0.14,ARG,0.13686131386861314
ENG-Premier League,2526,Bournemouth,Marcus Tavernier,0.23,0.13,ENG,0.3623718887262079
ENG-Premier League,2526,Bournemouth,Rayan,0.41,0.16,BRA,0.567056705670567
ENG-Premier League,2526,Bournemouth,Ryan Christie,0.18,0.0,SCO,0.18126888217522658
ENG-Premier League,2526,Bournemouth,Tyler Adams,0.1,0.1,USA,0.20304568527918782
ENG-Premier League,2526,Bournemouth,Álex Jiménez,0.04,0.0,ESP,0.03884333189469141
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,0.0,0.0,SRB,0.0
ENG-Premier League,2526,Brentford,Aaron Hickey,0.0,0.0,SCO,0.0
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,0.0,0.0,IRL,0.0
ENG-Premier League,2526,Brentford,Dango Ouattara,0.28,0.12,BFA,0.39543057996485065
ENG-Premier League,2526,Brentford,Igor Thiago,0.6,0.03,BRA,0.6307129798903107
ENG-Premier League,2526,Brentford,Jordan Henderson,0.05,0.14,ENG,0.18759770713913496
ENG-Premier League,2526,Brentford,Keane Lewis-Potter,0.14,0.14,ENG,0.2738336713995943
ENG-Premier League,2526,Brentford,Kevin Schade,0.26,0.1,GER,0.36065573770491804
ENG-Premier League,2526,Brentford,Kristoffer Ajer,0.0,0.05,NOR,0.049723756906077346
ENG-Premier League,2526,Brentford,Mathias Jensen,0.12,0.04,DEN,0.1602136181575434
ENG-Premier League,2526,Brentford,Michael Kayode,0.03,0.03,ITA,0.055248618784530384
ENG-Premier League,2526,Brentford,Mikkel Damsgaard,0.18,0.18,DEN,0.3505355404089581
ENG-Premier League,2526,Brentford,Nathan Collins,0.03,0.06,IRL,0.0907563025210084
ENG-Premier League,2526,Brentford,Rico Henry,0.0,0.07,JAM,0.0677710843373494
ENG-Premier League,2526,Brentford,Sepp van den Berg,0.0,0.07,NED,0.06514657980456026
ENG-Premier League,2526,Brentford,Vitaly Janelt,0.06,0.25,GER,0.31163434903047094
ENG-Premier League,2526,Brentford,Yehor Yarmoliuk,0.03,0.07,UKR,0.10154193305754043
ENG-Premier League,2526,Brighton,Bart Verbruggen,0.0,0.0,NED,0.0
ENG-Premier League,2526,Brighton,Brajan Gruda,0.13,0.13,GER,0.25034770514603616
ENG-Premier League,2526,Brighton,Carlos Baleba,0.0,0.0,CMR,0.0
ENG-Premier League,2526,Brighton,Danny Welbeck,0.52,0.04,ENG,0.5580159433126661
ENG-Premier League,2526,Brighton,Diego Gómez,0.21,0.04,PAR,0.25471698113207547
ENG-Premier League,2526,Brighton,Ferdi Kadioglu,0.03,0.0,TUR,0.028726460261729973
ENG-Premier League,2526,Brighton,Georginio Rutter,0.15,0.15,FRA,0.3023516237402016
ENG-Premier League,2526,Brighton,Jack Hinshelwood,0.21,0.16,ENG,0.36186099942561745
ENG-Premier League,2526,Brighton,James Milner,0.11,0.11,ENG,0.2295918367346939
ENG-Premier League,2526,Brighton,Jan Paul van Hecke,0.08,0.08,NED,0.16822429906542058
ENG-Premier League,2526,Brighton,Joël Veltman,0.09,0.0,NED,0.08514664143803218
ENG-Premier League,2526,Brighton,Kaoru Mitoma,0.16,0.05,JPN,0.20918070889018012
ENG-Premier League,2526,Brighton,Lewis Dunk,0.03,0.0,ENG,0.03171247357293869
ENG-Premier League,2526,Brighton,Mats Wieffer,0.09,0.14,NED,0.23646873357856016
ENG-Premier League,2526,Brighton,Maxim De Cuyper,0.13,0.19,BEL,0.3180212014134276
ENG-Premier League,2526,Brighton,Olivier Boscagli,0.0,0.11,FRA,0.11221945137157106
ENG-Premier League,2526,Brighton,Pascal Groß,0.06,0.17,GER,0.22004889975550124
ENG-Premier League,2526,Brighton,Yankuba Minteh,0.11,0.15,GAM,0.26348808030112925
ENG-Premier League,2526,Brighton,Yasin Ayari,0.14,0.14,SWE,0.27993779160186627
ENG-Premier League,2526,Burnley,Armando Broja,0.1,0.1,ALB,0.20930232558139536
ENG-Premier League,2526,Burnley,Axel Tuanzebe,0.07,0.0,COD,0.07493755203996669
ENG-Premier League,2526,Burnley,Bashir Humphreys,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Burnley,Florentino Luís,0.0,0.09,POR,0.0855106888361045
ENG-Premier League,2526,Burnley,Hannibal Mejbri,0.07,0.29,TUN,0.3661513425549227
ENG-Premier League,2526,Burnley,Hjalmar Ekdal,0.0,0.0,SWE,0.0
ENG-Premier League,2526,Burnley,Jacob Bruun Larsen,0.0,0.09,DEN,0.08737864077669903
ENG-Premier League,2526,Burnley,Jaidon Anthony,0.26,0.07,ENG,0.33063923585598826
ENG-Premier League,2526,Burnley,James Ward-Prowse,0.0,0.13,ENG,0.13157894736842105
ENG-Premier League,2526,Burnley,Joe Worrall,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Burnley,Josh Cullen,0.12,0.12,IRL,0.23778071334214002
ENG-Premier League,2526,Burnley,Josh Laurent,0.05,0.0,ENG,0.0510204081632653
ENG-Premier League,2526,Burnley,Kyle Walker,0.0,0.06,ENG,0.05813953488372093
ENG-Premier League,2526,Burnley,Lesley Ugochukwu,0.12,0.04,FRA,0.1541095890410959
ENG-Premier League,2526,Burnley,Loum Tchaouna,0.14,0.07,FRA,0.21226415094339623
ENG-Premier League,2526,Burnley,Lucas,0.0,0.0,BRA,0.0
ENG-Premier League,2526,Burnley,Lyle Foster,0.2,0.13,RSA,0.3282275711159738
ENG-Premier League,2526,Burnley,Marcus Edwards,0.08,0.25,ENG,0.3373945641986879
ENG-Premier League,2526,Burnley,Martin Dúbravka,0.0,0.0,SVK,0.0
ENG-Premier League,2526,Burnley,Maxime Estève,0.0,0.0,FRA,0.0
ENG-Premier League,2526,Burnley,Quilindschy Hartman,0.0,0.25,NED,0.2465753424657534
ENG-Premier League,2526,Burnley,Zian Flemming,0.56,0.0,NED,0.5599547511312217
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,0.07,0.28,ARG,0.3548895899053628
ENG-Premier League,2526,Chelsea,Andrey Santos,0.07,0.0,BRA,0.07142857142857142
ENG-Premier League,2526,Chelsea,Benoît Badiashile,0.0,0.0,FRA,0.0
ENG-Premier League,2526,Chelsea,Cole Palmer,0.46,0.05,ENG,0.5063938618925832
ENG-Premier League,2526,Chelsea,Enzo Fernández,0.29,0.12,ARG,0.4044943820224719
ENG-Premier League,2526,Chelsea,Estêvão Willian,0.21,0.21,BRA,0.4245283018867924
ENG-Premier League,2526,Chelsea,Jamie Gittens,0.0,0.36,ENG,0.36363636363636365
ENG-Premier League,2526,Chelsea,Jorrel Hato,0.0,0.0,NED,0.0
ENG-Premier League,2526,Chelsea,Joshua Acheampong,0.14,0.0,ENG,0.13513513513513511
ENG-Premier League,2526,Chelsea,João Pedro,0.51,0.17,BRA,0.6764374295377678
ENG-Premier League,2526,Chelsea,Liam Delap,0.08,0.0,ENG,0.08130081300813008
ENG-Premier League,2526,Chelsea,Malo Gusto,0.08,0.12,FRA,0.1990269792127377
ENG-Premier League,2526,Chelsea,Marc Cucurella,0.03,0.13,ESP,0.1662356852604359
ENG-Premier League,2526,Chelsea,Moisés Caicedo,0.1,0.03,ECU,0.1288014311270125
ENG-Premier League,2526,Chelsea,Pedro Neto,0.17,0.21,POR,0.37628278221208666
ENG-Premier League,2526,Chelsea,Reece James,0.09,0.18,ENG,0.2750891492613347
ENG-Premier League,2526,Chelsea,Robert Sánchez,0.0,0.03,ESP,0.029615004935834157
ENG-Premier League,2526,Chelsea,Tosin Adarabioyo,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Chelsea,Trevoh Chalobah,0.1,0.0,ENG,0.09701760689902983
ENG-Premier League,2526,Chelsea,Wesley Fofana,0.0,0.05,FRA,0.05226480836236934
ENG-Premier League,2526,Crystal Palace,Adam Wharton,0.04,0.18,ENG,0.21159874608150472
ENG-Premier League,2526,Crystal Palace,Brennan Johnson,0.0,0.08,WAL,0.08093525179856115
ENG-Premier League,2526,Crystal Palace,Chadi Riad,0.0,0.16,MAR,0.16304347826086957
ENG-Premier League,2526,Crystal Palace,Chris Richards,0.03,0.0,USA,0.0318358684117439
ENG-Premier League,2526,Crystal Palace,Daichi Kamada,0.0,0.0,JPN,0.0
ENG-Premier League,2526,Crystal Palace,Daniel Muñoz,0.15,0.11,COL,0.2626094205919133
ENG-Premier League,2526,Crystal Palace,Dean Henderson,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Crystal Palace,Ismaila Sarr,0.37,0.04,SEN,0.4139834406623735
ENG-Premier League,2526,Crystal Palace,Jaydee Canvot,0.0,0.0,FRA,0.0
ENG-Premier League,2526,Crystal Palace,Jean-Philippe Mateta,0.49,0.0,FRA,0.48692515779981965
ENG-Premier League,2526,Crystal Palace,Jefferson Lerma,0.0,0.1,COL,0.10386612810155799
ENG-Premier League,2526,Crystal Palace,Justin Devenny,0.11,0.0,NIR,0.11306532663316582
ENG-Premier League,2526,Crystal Palace,Jørgen Strand Larsen,0.3,0.0,NOR,0.29900332225913623
ENG-Premier League,2526,Crystal Palace,Marc Guéhi,0.1,0.1,ENG,0.2
ENG-Premier League,2526,Crystal Palace,Maxence Lacroix,0.03,0.06,FRA,0.08752025931928686
ENG-Premier League,2526,Crystal Palace,Nathaniel Clyne,0.0,0.15,ENG,0.15151515151515152
ENG-Premier League,2526,Crystal Palace,Tyrick Mitchell,0.03,0.06,ENG,0.08305136880959706
ENG-Premier League,2526,Crystal Palace,Will Hughes,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Crystal Palace,Yeremi Pino,0.09,0.09,ESP,0.17307692307692307
ENG-Premier League,2526,Everton,Beto,0.52,0.06,GNB,0.5739795918367347
ENG-Premier League,2526,Everton,Carlos Alcaraz,0.0,0.13,ARG,0.13062409288824384
ENG-Premier League,2526,Everton,Dwight McNeil,0.0,0.08,ENG,0.07705479452054795
ENG-Premier League,2526,Everton,Harrison Armstrong,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Everton,Idrissa Gana Gueye,0.09,0.13,SEN,0.21500238891543239
ENG-Premier League,2526,Everton,Iliman Ndiaye,0.19,0.1,SEN,0.2915766738660907
ENG-Premier League,2526,Everton,Jack Grealish,0.11,0.33,ENG,0.4425322679778734
ENG-Premier League,2526,Everton,Jake O'Brien,0.03,0.03,IRL,0.057692307692307696
ENG-Premier League,2526,Everton,James Garner,0.05,0.18,ENG,0.23732786404922354
ENG-Premier League,2526,Everton,James Tarkowski,0.05,0.08,ENG,0.13513513513513514
ENG-Premier League,2526,Everton,Jarrad Branthwaite,0.13,0.0,ENG,0.1323529411764706
ENG-Premier League,2526,Everton,Jordan Pickford,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Everton,Kiernan Dewsbury-Hall,0.27,0.14,ENG,0.4112718964204113
ENG-Premier League,2526,Everton,Merlin Röhl,0.13,0.0,GER,0.13196480938416422
ENG-Premier League,2526,Everton,Michael Keane,0.1,0.03,ENG,0.13894249324585103
ENG-Premier League,2526,Everton,Thierno Barry,0.38,0.0,FRA,0.3761755485893417
ENG-Premier League,2526,Everton,Tim Iroegbunam,0.0,0.12,ENG,0.121049092131809
ENG-Premier League,2526,Everton,Vitaliy Mykolenko,0.0,0.03,UKR,0.030425963488843813
ENG-Premier League,2526,Fulham,Alex Iwobi,0.15,0.11,NGA,0.260438197602315
ENG-Premier League,2526,Fulham,Antonee Robinson,0.06,0.0,USA,0.06032171581769436
ENG-Premier League,2526,Fulham,Bernd Leno,0.0,0.0,GER,0.0
ENG-Premier League,2526,Fulham,Calvin Bassey,0.04,0.0,NGA,0.035516969218626675
ENG-Premier League,2526,Fulham,Emile Smith Rowe,0.14,0.0,ENG,0.14040561622464898
ENG-Premier League,2526,Fulham,Harry Wilson,0.34,0.24,WAL,0.5723905723905724
ENG-Premier League,2526,Fulham,Issa Diop,0.11,0.0,MAR,0.11029411764705882
ENG-Premier League,2526,Fulham,Joachim Andersen,0.0,0.03,DEN,0.03130434782608696
ENG-Premier League,2526,Fulham,Jorge Cuenca,0.0,0.0,ESP,0.0
ENG-Premier League,2526,Fulham,Joshua King,0.07,0.14,ENG,0.20642201834862386
ENG-Premier League,2526,Fulham,Kenny Tete,0.05,0.0,NED,0.05025125628140704
ENG-Premier League,2526,Fulham,Kevin,0.09,0.09,BRA,0.1729106628242075
ENG-Premier League,2526,Fulham,Oscar Bobb,0.0,0.0,NOR,0.0
ENG-Premier League,2526,Fulham,Raúl Jiménez,0.37,0.12,MEX,0.4933759707629054
ENG-Premier League,2526,Fulham,Rodrigo Muniz,0.09,0.09,BRA,0.18
ENG-Premier League,2526,Fulham,Ryan Sessegnon,0.15,0.05,ENG,0.1974766867800329
ENG-Premier League,2526,Fulham,Samuel Chukwueze,0.25,0.33,NGA,0.5838739573679332
ENG-Premier League,2526,Fulham,Sander Berge,0.0,0.03,NOR,0.03098106712564544
ENG-Premier League,2526,Fulham,Saša Lukić,0.05,0.1,SRB,0.15570934256055363
ENG-Premier League,2526,Fulham,Timothy Castagne,0.0,0.0,BEL,0.0
ENG-Premier League,2526,Fulham,Tom Cairney,0.23,0.0,SCO,0.23225806451612904
ENG-Premier League,2526,Leeds United,Anton Stach,0.19,0.11,GER,0.3037974683544304
ENG-Premier League,2526,Leeds United,Ao Tanaka,0.14,0.0,JPN,0.13688212927756654
ENG-Premier League,2526,Leeds United,Brenden Aaronson,0.15,0.18,USA,0.33074724377296855
ENG-Premier League,2526,Leeds United,Daniel James,0.0,0.0,WAL,0.0
ENG-Premier League,2526,Leeds United,Dominic Calvert-Lewin,0.46,0.03,ENG,0.496141124586549
ENG-Premier League,2526,Leeds United,Ethan Ampadu,0.03,0.03,WAL,0.05771080474511061
ENG-Premier League,2526,Leeds United,Gabriel Gudmundsson,0.0,0.0,SWE,0.0
ENG-Premier League,2526,Leeds United,Ilia Gruev,0.0,0.2,BUL,0.20408163265306123
ENG-Premier League,2526,Leeds United,Jaka Bijol,0.05,0.1,SVN,0.14285714285714285
ENG-Premier League,2526,Leeds United,James Justin,0.09,0.05,ENG,0.14203051025775906
ENG-Premier League,2526,Leeds United,Jayden Bogle,0.03,0.06,ENG,0.09667024704618689
ENG-Premier League,2526,Leeds United,Joe Rodon,0.06,0.0,WAL,0.06099627245001694
ENG-Premier League,2526,Leeds United,Karl Darlow,0.0,0.0,WAL,0.0
ENG-Premier League,2526,Leeds United,Lucas Perri,0.0,0.0,BRA,0.0
ENG-Premier League,2526,Leeds United,Lukas Nmecha,0.5,0.08,GER,0.5817174515235457
ENG-Premier League,2526,Leeds United,Noah Okafor,0.46,0.06,SUI,0.5188981422165279
ENG-Premier League,2526,Leeds United,Pascal Struijk,0.0,0.03,NED,0.030653950953678476
ENG-Premier League,2526,Leeds United,Sean Longstaff,0.18,0.18,ENG,0.3560830860534125
ENG-Premier League,2526,Leeds United,Wilfried Gnonto,0.0,0.17,ITA,0.16759776536312848
ENG-Premier League,2526,Liverpool,Alexander Isak,0.39,0.13,SWE,0.5150214592274678
ENG-Premier League,2526,Liverpool,Alexis Mac Allister,0.07,0.14,ARG,0.20316027088036115
ENG-Premier League,2526,Liverpool,Alisson,0.0,0.0,BRA,0.0
ENG-Premier League,2526,Liverpool,Andrew Robertson,0.08,0.0,SCO,0.07653061224489796
ENG-Premier League,2526,Liverpool,Cody Gakpo,0.23,0.16,NED,0.3945926196565583
ENG-Premier League,2526,Liverpool,Conor Bradley,0.0,0.1,NIR,0.0968783638320775
ENG-Premier League,2526,Liverpool,Curtis Jones,0.05,0.09,ENG,0.13939081053175012
ENG-Premier League,2526,Liverpool,Dominik Szoboszlai,0.17,0.19,HUN,0.36211699164345407
ENG-Premier League,2526,Liverpool,Florian Wirtz,0.19,0.11,GER,0.30277544154751895
ENG-Premier League,2526,Liverpool,Giorgi Mamardashvili,0.0,0.0,GEO,0.0
ENG-Premier League,2526,Liverpool,Hugo Ekitike,0.55,0.2,FRA,0.7487520798668884
ENG-Premier League,2526,Liverpool,Ibrahima Konaté,0.03,0.0,FRA,0.029126213592233007
ENG-Premier League,2526,Liverpool,Jeremie Frimpong,0.0,0.09,NED,0.08653846153846154
ENG-Premier League,2526,Liverpool,Joe Gomez,0.0,0.3,ENG,0.29654036243822074
ENG-Premier League,2526,Liverpool,Milos Kerkez,0.08,0.04,HUN,0.11962782454585733
ENG-Premier League,2526,Liverpool,Mohamed Salah,0.29,0.29,EGY,0.587138863000932
ENG-Premier League,2526,Liverpool,Rio Ngumoha,0.32,0.16,ENG,0.48214285714285715
ENG-Premier League,2526,Liverpool,Ryan Gravenberch,0.15,0.09,NED,0.24064171122994651
ENG-Premier League,2526,Liverpool,Virgil van Dijk,0.16,0.0,NED,0.15789473684210525
ENG-Premier League,2526,Manchester City,Abdukodir Khusanov,0.0,0.0,UZB,0.0
ENG-Premier League,2526,Manchester City,Antoine Semenyo,0.45,0.06,GHA,0.5153901216893343
ENG-Premier League,2526,Manchester City,Bernardo Silva,0.06,0.13,POR,0.18802228412256267
ENG-Premier League,2526,Manchester City,Erling Haaland,0.82,0.24,NOR,1.0667118184896716
ENG-Premier League,2526,Manchester City,Gianluigi Donnarumma,0.0,0.0,ITA,0.0
ENG-Premier League,2526,Manchester City,Jeremy Doku,0.25,0.25,BEL,0.5044843049327354
ENG-Premier League,2526,Manchester City,Joško Gvardiol,0.13,0.13,CRO,0.2623906705539359
ENG-Premier League,2526,Manchester City,Marc Guéhi,0.07,0.07,ENG,0.13333333333333333
ENG-Premier League,2526,Manchester City,Matheus Nunes,0.03,0.16,POR,0.18867924528301885
ENG-Premier League,2526,Manchester City,Nathan Aké,0.0,0.0,NED,0.0
ENG-Premier League,2526,Manchester City,Nico O’Reilly,0.17,0.1,ENG,0.272108843537415
ENG-Premier League,2526,Manchester City,Nicolás González,0.06,0.0,ESP,0.05736137667304015
ENG-Premier League,2526,Manchester City,Omar Marmoush,0.39,0.39,EGY,0.7714285714285715
ENG-Premier League,2526,Manchester City,Oscar Bobb,0.0,0.19,NOR,0.1923076923076923
ENG-Premier League,2526,Manchester City,Phil Foden,0.3,0.22,ENG,0.5177372962607862
ENG-Premier League,2526,Manchester City,Rayan Aït-Nouri,0.0,0.18,ALG,0.18480492813141683
ENG-Premier League,2526,Manchester City,Rayan Cherki,0.2,0.6,FRA,0.8062709966405375
ENG-Premier League,2526,Manchester City,Rodri,0.06,0.0,ESP,0.059563203176704174
ENG-Premier League,2526,Manchester City,Rúben Dias,0.08,0.0,POR,0.08407286314806166
ENG-Premier League,2526,Manchester City,Sávio,0.11,0.11,BRA,0.2160864345738295
ENG-Premier League,2526,Manchester City,Tijjani Reijnders,0.28,0.11,NED,0.38626609442060084
ENG-Premier League,2526,Manchester Utd,Altay Bayındır,0.0,0.0,TUR,0.0
ENG-Premier League,2526,Manchester Utd,Amad Diallo,0.08,0.12,CIV,0.19222554463904312
ENG-Premier League,2526,Manchester Utd,Ayden Heaven,0.0,0.1,ENG,0.0974025974025974
ENG-Premier League,2526,Manchester Utd,Benjamin Šeško,0.6,0.05,SVN,0.657334144856969
ENG-Premier League,2526,Manchester Utd,Bruno Fernandes,0.26,0.62,POR,0.881488736532811
ENG-Premier League,2526,Manchester Utd,Bryan Mbeumo,0.38,0.1,CMR,0.4829436565733998
ENG-Premier League,2526,Manchester Utd,Casemiro,0.32,0.07,BRA,0.38506417736289383
ENG-Premier League,2526,Manchester Utd,Diogo Dalot,0.03,0.1,POR,0.13771996939556236
ENG-Premier League,2526,Manchester Utd,Harry Maguire,0.05,0.11,ENG,0.16333938294010888
ENG-Premier League,2526,Manchester Utd,Joshua Zirkzee,0.29,0.14,NED,0.43130990415335463
ENG-Premier League,2526,Manchester Utd,Kobbie Mainoo,0.05,0.11,ENG,0.1624548736462094
ENG-Premier League,2526,Manchester Utd,Leny Yoro,0.0,0.0,FRA,0.0
ENG-Premier League,2526,Manchester Utd,Lisandro Martínez,0.0,0.0,ARG,0.0
ENG-Premier League,2526,Manchester Utd,Luke Shaw,0.03,0.03,ENG,0.05591798695246971
ENG-Premier League,2526,Manchester Utd,Manuel Ugarte,0.0,0.0,URU,0.0
ENG-Premier League,2526,Manchester Utd,Mason Mount,0.27,0.0,ENG,0.2654867256637168
ENG-Premier League,2526,Manchester Utd,Matheus Cunha,0.36,0.07,BRA,0.4330392943063352
ENG-Premier League,2526,Manchester Utd,Matthijs de Ligt,0.08,0.0,NED,0.07692307692307693
ENG-Premier League,2526,Manchester Utd,Noussair Mazraoui,0.0,0.0,MAR,0.0
ENG-Premier League,2526,Manchester Utd,Patrick Dorgu,0.25,0.25,DEN,0.49689440993788814
ENG-Premier League,2526,Manchester Utd,Senne Lammens,0.0,0.0,BEL,0.0
ENG-Premier League,2526,Newcastle United,Aaron Ramsdale,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Newcastle United,Anthony Elanga,0.0,0.07,SWE,0.06823351023502654
ENG-Premier League,2526,Newcastle United,Anthony Gordon,0.3,0.1,ENG,0.40111420612813375
ENG-Premier League,2526,Newcastle United,Bruno Guimarães,0.33,0.18,BRA,0.5136567468406034
ENG-Premier League,2526,Newcastle United,Dan Burn,0.04,0.08,ENG,0.12278308321964529
ENG-Premier League,2526,Newcastle United,Fabian Schär,0.0,0.0,SUI,0.0
ENG-Premier League,2526,Newcastle United,Harvey Barnes,0.32,0.05,ENG,0.3662258392675483
ENG-Premier League,2526,Newcastle United,Jacob Murphy,0.17,0.11,ENG,0.2782931354359926
ENG-Premier League,2526,Newcastle United,Jacob Ramsey,0.12,0.19,ENG,0.3103448275862069
ENG-Premier League,2526,Newcastle United,Joe Willock,0.0,0.18,ENG,0.18311291963377416
ENG-Premier League,2526,Newcastle United,Joelinton,0.09,0.05,BRA,0.13839056893900564
ENG-Premier League,2526,Newcastle United,Kieran Trippier,0.0,0.06,ENG,0.05674653215636822
ENG-Premier League,2526,Newcastle United,Lewis Hall,0.04,0.04,ENG,0.08253094910591471
ENG-Premier League,2526,Newcastle United,Lewis Miley,0.06,0.24,ENG,0.30080213903743314
ENG-Premier League,2526,Newcastle United,Malick Thiaw,0.12,0.0,GER,0.12141652613827994
ENG-Premier League,2526,Newcastle United,Nick Pope,0.0,0.0,ENG,0.0
ENG-Premier League,2526,Newcastle United,Nick Woltemade,0.38,0.14,GER,0.5205047318611987
ENG-Premier League,2526,Newcastle United,Sandro Tonali,0.0,0.07,ITA,0.07103393843725335
ENG-Premier League,2526,Newcastle United,Sven Botman,0.05,0.05,NED,0.09809264305177111
ENG-Premier League,2526,Newcastle United,Tino Livramento,0.0,0.07,ENG,0.0677710843373494
